target model it0_rmsd it1_rmsd delta_rmsd protocol
hxk4 199 4.39663 4.64447 -0.24784 pharm
hxk4 200 3.53083 3.43101 0.09982 pharm
igf1r 1 7.52005 7.29166 0.22839 pharm
igf1r 2 7.92992 7.95368 -0.02376 pharm
igf1r 3 7.92986 8.20165 -0.27179 pharm
igf1r 4 7.92994 8.16856 -0.23862 pharm
igf1r 5 7.92986 8.44147 -0.51161 pharm
igf1r 6 7.92988 8.25862 -0.32874 pharm
igf1r 7 7.92987 8.05456 -0.12469 pharm
igf1r 8 7.92952 8.20465 -0.27513 pharm
igf1r 9 7.93001 8.42433 -0.49432 pharm
igf1r 10 7.92958 7.87818 0.0514 pharm
igf1r 11 7.92864 8.65384 -0.7252 pharm
igf1r 12 7.16669 7.49063 -0.32394 pharm
igf1r 13 7.16658 7.56314 -0.39656 pharm
igf1r 14 7.16668 7.5223 -0.35562 pharm
igf1r 15 7.16683 7.44768 -0.28085 pharm
igf1r 16 7.167 7.43141 -0.26441 pharm
igf1r 17 7.16692 7.37721 -0.21029 pharm
igf1r 18 7.16668 7.5115 -0.34482 pharm
igf1r 19 7.16682 7.45083 -0.28401 pharm
igf1r 20 7.16697 7.48964 -0.32267 pharm
igf1r 21 7.16444 7.76894 -0.6045 pharm
igf1r 22 7.16695 7.55057 -0.38362 pharm
igf1r 23 7.47648 7.35053 0.12595 pharm
igf1r 24 7.47633 7.45474 0.02159 pharm
igf1r 25 7.47622 7.80323 -0.32701 pharm
igf1r 26 7.47637 7.52722 -0.05085 pharm
igf1r 27 7.4763 7.53778 -0.06148 pharm
igf1r 28 7.4763 7.47001 0.00629 pharm
igf1r 29 7.4763 7.64456 -0.16826 pharm
igf1r 30 7.47631 7.50113 -0.02482 pharm
igf1r 31 7.47628 7.48286 -0.00658 pharm
igf1r 32 7.47622 7.39888 0.07734 pharm
igf1r 33 7.47633 7.50526 -0.02893 pharm
igf1r 34 7.47631 7.57559 -0.09928 pharm
igf1r 35 7.47626 7.49445 -0.01819 pharm
igf1r 36 7.47644 7.4614 0.01504 pharm
igf1r 37 7.47636 7.56992 -0.09356 pharm
igf1r 38 7.4763 7.51829 -0.04199 pharm
igf1r 39 7.11108 7.53386 -0.42278 pharm
igf1r 40 7.11143 6.82503 0.2864 pharm
igf1r 41 7.11158 6.69793 0.41365 pharm
igf1r 42 7.11153 6.9478 0.16373 pharm
igf1r 43 2.64657 3.28442 -0.63785 pharm
igf1r 44 2.64626 2.72116 -0.0749 pharm
igf1r 45 2.64659 3.50818 -0.86159 pharm
igf1r 46 2.64616 3.05254 -0.40638 pharm
igf1r 47 7.24646 7.49429 -0.24783 pharm
igf1r 48 7.2468 7.37847 -0.13167 pharm
igf1r 49 7.2466 7.39 -0.1434 pharm
igf1r 50 7.24645 7.62386 -0.37741 pharm
igf1r 51 7.24636 7.29748 -0.05112 pharm
igf1r 52 7.24629 7.35689 -0.1106 pharm
igf1r 53 7.24619 7.49197 -0.24578 pharm
igf1r 54 7.24638 7.54743 -0.30105 pharm
igf1r 55 7.24651 7.34456 -0.09805 pharm
igf1r 56 7.24629 7.62694 -0.38065 pharm
igf1r 57 7.24593 7.32969 -0.08376 pharm
igf1r 58 7.24631 7.63194 -0.38563 pharm
igf1r 59 7.24615 7.41602 -0.16987 pharm
igf1r 60 7.24602 7.38279 -0.13677 pharm
igf1r 61 7.24633 7.3682 -0.12187 pharm
igf1r 62 7.24604 7.28529 -0.03925 pharm
igf1r 63 7.24597 7.55233 -0.30636 pharm
igf1r 64 7.24587 7.40631 -0.16044 pharm
igf1r 65 7.24588 7.59317 -0.34729 pharm
igf1r 66 7.24606 7.49371 -0.24765 pharm
igf1r 67 7.24583 7.94793 -0.7021 pharm
igf1r 68 7.24587 7.34009 -0.09422 pharm
igf1r 69 7.24573 7.43474 -0.18901 pharm
igf1r 70 7.24592 7.50855 -0.26263 pharm
igf1r 71 7.24589 7.35349 -0.1076 pharm
igf1r 72 7.2457 7.46783 -0.22213 pharm
igf1r 73 7.2457 7.34215 -0.09645 pharm
igf1r 74 7.24567 7.27137 -0.0257 pharm
igf1r 75 7.24559 7.50257 -0.25698 pharm
igf1r 76 7.24578 7.56149 -0.31571 pharm
igf1r 77 7.15527 7.43637 -0.2811 pharm
igf1r 78 7.15524 7.70407 -0.54883 pharm
igf1r 79 7.15534 7.38869 -0.23335 pharm
igf1r 80 7.15526 7.44393 -0.28867 pharm
igf1r 81 7.15536 7.45614 -0.30078 pharm
igf1r 82 7.1554 7.47796 -0.32256 pharm
igf1r 83 7.15544 7.85038 -0.69494 pharm
igf1r 84 7.15537 7.57985 -0.42448 pharm
igf1r 85 7.1554 7.46893 -0.31353 pharm
igf1r 86 7.1554 7.74125 -0.58585 pharm
igf1r 87 7.15558 7.55431 -0.39873 pharm
igf1r 88 2.62639 2.68845 -0.06206 pharm
igf1r 89 2.62616 2.80882 -0.18266 pharm
igf1r 90 2.62573 3.33762 -0.71189 pharm
igf1r 91 2.62684 2.98579 -0.35895 pharm
igf1r 92 7.95394 8.15199 -0.19805 pharm
igf1r 93 2.38564 3.10066 -0.71502 pharm
igf1r 94 2.38561 2.76618 -0.38057 pharm
igf1r 95 2.38571 3.1917 -0.80599 pharm
igf1r 96 2.38574 2.59554 -0.2098 pharm
igf1r 97 2.95822 3.46908 -0.51086 pharm
igf1r 98 2.95923 3.02751 -0.06828 pharm
igf1r 99 2.95915 3.11458 -0.15543 pharm
igf1r 100 2.95937 3.39162 -0.43225 pharm
igf1r 101 2.95852 3.41568 -0.45716 pharm
igf1r 102 2.95848 3.08091 -0.12243 pharm
igf1r 103 2.95871 3.47454 -0.51583 pharm
igf1r 104 2.95904 3.41131 -0.45227 pharm
igf1r 105 2.95835 3.2076 -0.24925 pharm
igf1r 106 2.95887 3.77449 -0.81562 pharm
igf1r 107 2.95834 2.9382 0.02014 pharm
igf1r 108 2.95865 2.77142 0.18723 pharm
igf1r 109 2.9586 2.95477 0.00383 pharm
igf1r 110 2.95857 2.75688 0.20169 pharm
igf1r 111 2.95853 2.58194 0.37659 pharm
igf1r 112 2.95843 3.11555 -0.15712 pharm
igf1r 113 2.38525 3.00453 -0.61928 pharm
igf1r 114 2.3854 3.01107 -0.62567 pharm
igf1r 115 2.38521 3.46542 -1.08021 pharm
igf1r 116 8.05999 8.46363 -0.40364 pharm
igf1r 117 8.0601 8.30971 -0.24961 pharm
igf1r 118 8.05997 8.39197 -0.332 pharm
igf1r 119 2.61808 2.90251 -0.28443 pharm
igf1r 120 7.73815 7.50322 0.23493 pharm
igf1r 121 7.73807 7.54187 0.1962 pharm
igf1r 122 7.73802 7.67254 0.06548 pharm
igf1r 123 7.73799 7.65334 0.08465 pharm
igf1r 124 7.73823 7.59642 0.14181 pharm
igf1r 125 7.73814 7.57603 0.16211 pharm
igf1r 126 7.7381 7.89875 -0.16065 pharm
igf1r 127 7.73812 7.54328 0.19484 pharm
igf1r 128 7.73805 7.63203 0.10602 pharm
igf1r 129 7.73801 7.74368 -0.00567 pharm
igf1r 130 7.73783 7.61071 0.12712 pharm
igf1r 131 7.73779 8.11371 -0.37592 pharm
igf1r 132 7.80288 7.62378 0.1791 pharm
igf1r 133 7.80303 8.2856 -0.48257 pharm
igf1r 134 7.80306 7.58139 0.22167 pharm
igf1r 135 7.80314 8.05731 -0.25417 pharm
igf1r 136 7.80302 7.5434 0.25962 pharm
igf1r 137 7.80298 7.59404 0.20894 pharm
igf1r 138 7.80303 7.75028 0.05275 pharm
igf1r 139 7.80289 7.51476 0.28813 pharm
igf1r 140 7.80274 7.71666 0.08608 pharm
igf1r 141 7.80271 7.93795 -0.13524 pharm
igf1r 142 7.10736 6.81388 0.29348 pharm
igf1r 143 7.10788 7.15011 -0.04223 pharm
igf1r 144 7.37956 7.62493 -0.24537 pharm
igf1r 145 7.37985 7.61378 -0.23393 pharm
igf1r 146 2.8306 2.82268 0.00792 pharm
igf1r 147 2.8303 3.76938 -0.93908 pharm
igf1r 148 2.83043 2.69093 0.1395 pharm
igf1r 149 2.83035 3.40513 -0.57478 pharm
igf1r 150 2.83021 3.1008 -0.27059 pharm
igf1r 151 2.8301 3.218 -0.3879 pharm
igf1r 152 2.83006 2.82934 0.00072 pharm
igf1r 153 2.83014 3.01624 -0.1861 pharm
igf1r 154 2.82998 3.00727 -0.17729 pharm
igf1r 155 2.83005 3.23207 -0.40202 pharm
igf1r 156 2.83014 2.95455 -0.12441 pharm
igf1r 157 2.82994 3.21667 -0.38673 pharm
igf1r 158 2.83002 3.43605 -0.60603 pharm
igf1r 159 2.82982 3.17993 -0.35011 pharm
igf1r 160 2.8297 2.88936 -0.05966 pharm
igf1r 161 7.07936 7.48679 -0.40743 pharm
igf1r 162 7.07943 7.3809 -0.30147 pharm
igf1r 163 7.07909 7.76406 -0.68497 pharm
igf1r 164 7.07921 6.98293 0.09628 pharm
igf1r 165 7.07919 7.40721 -0.32802 pharm
igf1r 166 7.0792 7.70917 -0.62997 pharm
igf1r 167 7.07915 7.31207 -0.23292 pharm
igf1r 168 6.92263 6.80509 0.11754 pharm
igf1r 169 6.92273 6.91309 0.00964 pharm
igf1r 170 6.92272 6.94389 -0.02117 pharm
igf1r 171 6.92245 6.86379 0.05866 pharm
igf1r 172 6.92255 6.96305 -0.0405 pharm
igf1r 173 6.92249 7.07322 -0.15073 pharm
igf1r 174 6.9224 7.27669 -0.35429 pharm
igf1r 175 6.92245 6.84881 0.07364 pharm
igf1r 176 6.92254 6.85132 0.07122 pharm
igf1r 177 6.92904 7.47136 -0.54232 pharm
igf1r 178 6.92905 7.54911 -0.62006 pharm
igf1r 179 6.9289 7.46867 -0.53977 pharm
igf1r 180 6.92919 7.93899 -1.0098 pharm
igf1r 181 6.92955 7.46681 -0.53726 pharm
igf1r 182 8.12627 8.18295 -0.05668 pharm
igf1r 183 6.81464 7.84819 -1.03355 pharm
igf1r 184 6.81479 7.79205 -0.97726 pharm
igf1r 185 6.81469 7.48162 -0.66693 pharm
igf1r 186 6.81464 7.98418 -1.16954 pharm
igf1r 187 7.03431 7.40772 -0.37341 pharm
igf1r 188 6.85274 7.70669 -0.85395 pharm
igf1r 189 6.85278 7.39305 -0.54027 pharm
igf1r 190 6.85274 7.48497 -0.63223 pharm
igf1r 191 6.85272 6.89518 -0.04246 pharm
igf1r 192 6.8527 7.49651 -0.64381 pharm
igf1r 193 6.85269 7.52476 -0.67207 pharm
igf1r 194 8.21066 8.23914 -0.02848 pharm
igf1r 195 8.21054 8.55675 -0.34621 pharm
igf1r 196 8.21037 8.44926 -0.23889 pharm
igf1r 197 8.21038 8.73852 -0.52814 pharm
igf1r 198 2.48279 2.95598 -0.47319 pharm
igf1r 199 2.48276 2.99288 -0.51012 pharm
igf1r 200 2.48283 2.87123 -0.3884 pharm
inha 1 1.79607 1.8103 -0.01423 pharm
inha 2 1.82446 1.79176 0.0327 pharm
inha 3 1.71637 2.21838 -0.50201 pharm
inha 4 1.76774 3.71491 -1.94717 pharm
inha 5 1.8245 2.03209 -0.20759 pharm
inha 6 1.84455 2.63183 -0.78728 pharm
inha 7 1.71722 1.98813 -0.27091 pharm
inha 8 1.77418 3.35184 -1.57766 pharm
inha 9 1.85454 2.19737 -0.34283 pharm
inha 10 1.70019 1.98936 -0.28917 pharm
inha 11 1.9029 1.86695 0.03595 pharm
inha 12 1.68927 1.69473 -0.00546 pharm
inha 13 1.88183 1.78767 0.09416 pharm
inha 14 1.92345 2.20515 -0.2817 pharm
inha 15 1.88964 2.24591 -0.35627 pharm
inha 16 1.91838 2.05326 -0.13488 pharm
inha 17 1.68291 1.98011 -0.2972 pharm
inha 18 1.87976 1.78928 0.09048 pharm
inha 19 1.81355 2.8367 -1.02315 pharm
inha 20 1.86562 2.3693 -0.50368 pharm
inha 21 1.79202 1.98706 -0.19504 pharm
inha 22 1.85219 3.10621 -1.25402 pharm
inha 23 1.81057 2.12013 -0.30956 pharm
inha 24 1.71434 1.6244 0.08994 pharm
inha 25 1.9253 1.8929 0.0324 pharm
inha 26 1.73747 1.73125 0.00622 pharm
inha 27 1.94814 2.09137 -0.14323 pharm
inha 28 1.80582 1.7291 0.07672 pharm
inha 29 1.76783 1.99492 -0.22709 pharm
inha 30 1.94026 2.22721 -0.28695 pharm
inha 31 1.88442 1.90894 -0.02452 pharm
inha 32 1.8882 2.12293 -0.23473 pharm
inha 33 1.91986 2.49327 -0.57341 pharm
inha 34 1.65877 2.45811 -0.79934 pharm
inha 35 1.91313 2.01837 -0.10524 pharm
inha 36 1.93376 2.55448 -0.62072 pharm
inha 37 1.89032 2.17543 -0.28511 pharm
inha 38 1.90572 1.86458 0.04114 pharm
inha 39 1.93931 3.0803 -1.14099 pharm
inha 40 1.91023 1.84006 0.07017 pharm
inha 41 1.93662 2.06924 -0.13262 pharm
inha 42 1.93285 1.89329 0.03956 pharm
inha 43 1.90605 3.12353 -1.21748 pharm
inha 44 1.90719 3.81681 -1.90962 pharm
inha 45 1.9382 1.88482 0.05338 pharm
inha 46 1.92604 2.63717 -0.71113 pharm
inha 47 1.8955 3.5935 -1.698 pharm
inha 48 1.89606 2.34147 -0.44541 pharm
inha 49 1.89189 2.03297 -0.14108 pharm
inha 50 1.89207 2.25126 -0.35919 pharm
inha 51 1.87026 1.67994 0.19032 pharm
inha 52 1.95377 2.09386 -0.14009 pharm
inha 53 1.8611 3.0795 -1.2184 pharm
inha 54 1.92084 1.7896 0.13124 pharm
inha 55 1.88229 1.88025 0.00204 pharm
inha 56 1.87235 3.0298 -1.15745 pharm
inha 57 1.87415 2.33627 -0.46212 pharm
inha 58 1.87713 2.1659 -0.28877 pharm
inha 59 1.92378 3.68351 -1.75973 pharm
inha 60 1.93085 1.7109 0.21995 pharm
inha 61 1.88692 2.609 -0.72208 pharm
inha 62 1.73634 1.72304 0.0133 pharm
inha 63 1.87627 2.0556 -0.17933 pharm
inha 64 1.86708 2.65853 -0.79145 pharm
inha 65 1.87897 2.78419 -0.90522 pharm
inha 66 1.87113 1.98695 -0.11582 pharm
inha 67 1.70995 3.37134 -1.66139 pharm
inha 68 1.91795 1.79204 0.12591 pharm
inha 69 1.93309 1.66359 0.2695 pharm
inha 70 1.87951 2.66944 -0.78993 pharm
inha 71 1.87937 2.15951 -0.28014 pharm
inha 72 1.8796 2.73532 -0.85572 pharm
inha 73 1.8794 2.14258 -0.26318 pharm
inha 74 1.87937 2.14983 -0.27046 pharm
inha 75 1.8794 2.24308 -0.36368 pharm
inha 76 1.87986 2.56459 -0.68473 pharm
inha 77 1.8795 2.46494 -0.58544 pharm
inha 78 1.8794 2.33553 -0.45613 pharm
inha 79 1.87926 2.8688 -0.98954 pharm
inha 80 1.87926 2.33101 -0.45175 pharm
inha 81 1.87932 2.42437 -0.54505 pharm
inha 82 1.87946 2.73408 -0.85462 pharm
inha 83 1.87958 2.63243 -0.75285 pharm
inha 84 1.87909 3.17239 -1.2933 pharm
inha 85 1.87905 2.66355 -0.7845 pharm
inha 86 1.87895 2.15792 -0.27897 pharm
inha 87 1.87919 2.89325 -1.01406 pharm
inha 88 1.87917 2.21189 -0.33272 pharm
inha 89 1.87867 2.67897 -0.8003 pharm
inha 90 0.918424 1.21902 -0.300596 pharm
inha 91 0.921678 1.7207 -0.799022 pharm
inha 92 1.95315 1.98445 -0.0313 pharm
inha 93 0.949554 1.20474 -0.255186 pharm
inha 94 0.925321 1.30683 -0.381509 pharm
inha 95 0.920071 0.99459 -0.074519 pharm
inha 96 0.915765 1.29882 -0.383055 pharm
inha 97 0.911121 1.12859 -0.217469 pharm
inha 98 0.920614 1.37878 -0.458166 pharm
inha 99 0.913009 0.737575 0.175434 pharm
inha 100 2.00473 1.85159 0.15314 pharm
inha 101 2.00467 2.55746 -0.55279 pharm
inha 102 2.00471 1.4302 0.57451 pharm
inha 103 2.00487 1.93823 0.06664 pharm
inha 104 2.16562 2.33987 -0.17425 pharm
inha 105 2.16591 2.77318 -0.60727 pharm
inha 106 2.16616 3.0878 -0.92164 pharm
inha 107 2.16637 2.06367 0.1027 pharm
inha 108 1.92645 1.91712 0.00933 pharm
inha 109 2.16604 2.78966 -0.62362 pharm
inha 110 2.16604 3.43497 -1.26893 pharm
inha 111 2.16594 2.74926 -0.58332 pharm
inha 112 2.1656 2.26663 -0.10103 pharm
inha 113 2.16604 2.06331 0.10273 pharm
inha 114 2.16593 2.4374 -0.27147 pharm
inha 115 2.16559 2.65592 -0.49033 pharm
inha 116 2.1656 2.3764 -0.2108 pharm
inha 117 2.16558 2.21006 -0.04448 pharm
inha 118 2.16588 2.85271 -0.68683 pharm
inha 119 2.16552 2.38258 -0.21706 pharm
inha 120 2.16587 3.12537 -0.9595 pharm
inha 121 0.9127 1.00855 -0.09585 pharm
inha 122 2.16599 3.42938 -1.26339 pharm
inha 123 0.913326 2.16644 -1.25311 pharm
inha 124 2.16582 3.687 -1.52118 pharm
inha 125 2.16542 2.29573 -0.13031 pharm
inha 126 2.1653 2.44725 -0.28195 pharm
inha 127 0.910143 2.65835 -1.74821 pharm
inha 128 0.945675 4.17003 -3.22435 pharm
inha 129 2.0509 3.30567 -1.25477 pharm
inha 130 2.05136 2.32505 -0.27369 pharm
inha 131 2.04921 3.08578 -1.03657 pharm
inha 132 2.04808 2.27056 -0.22248 pharm
inha 133 2.05013 2.46221 -0.41208 pharm
inha 134 1.19098 1.78215 -0.59117 pharm
inha 135 1.18998 1.68775 -0.49777 pharm
inha 136 1.19073 2.44578 -1.25505 pharm
inha 137 1.19058 1.74634 -0.55576 pharm
inha 138 1.19023 1.72912 -0.53889 pharm
inha 139 1.19118 2.07261 -0.88143 pharm
inha 140 1.19069 2.35237 -1.16168 pharm
inha 141 1.19096 1.31759 -0.12663 pharm
inha 142 1.19055 1.39305 -0.2025 pharm
inha 143 1.19098 2.39071 -1.19973 pharm
inha 144 1.19076 1.93881 -0.74805 pharm
inha 145 1.19061 1.49377 -0.30316 pharm
inha 146 1.19102 1.66636 -0.47534 pharm
inha 147 1.19052 1.84726 -0.65674 pharm
inha 148 1.19079 2.18124 -0.99045 pharm
inha 149 1.19066 2.05776 -0.8671 pharm
inha 150 1.19112 1.43219 -0.24107 pharm
inha 151 1.19094 2.40716 -1.21622 pharm
inha 152 1.19105 1.7801 -0.58905 pharm
inha 153 1.19091 1.63288 -0.44197 pharm
inha 154 1.19089 1.37538 -0.18449 pharm
inha 155 1.19105 1.58163 -0.39058 pharm
inha 156 1.1905 2.39451 -1.20401 pharm
inha 157 1.19067 2.11356 -0.92289 pharm
inha 158 2.04743 2.60875 -0.56132 pharm
inha 159 1.19062 1.35965 -0.16903 pharm
inha 160 1.19077 2.36388 -1.17311 pharm
inha 161 1.19105 2.38943 -1.19838 pharm
inha 162 0.9064 0.994519 -0.088119 pharm
inha 163 1.1908 1.58369 -0.39289 pharm
inha 164 2.04431 3.01768 -0.97337 pharm
inha 165 1.19115 1.29936 -0.10821 pharm
inha 166 1.19047 1.68024 -0.48977 pharm
inha 167 1.19064 1.70105 -0.51041 pharm
inha 168 1.19081 1.35504 -0.16423 pharm
inha 169 1.1909 2.15338 -0.96248 pharm
inha 170 1.19107 1.46477 -0.2737 pharm
inha 171 2.04437 2.35628 -0.31191 pharm
inha 172 2.04451 2.72429 -0.67978 pharm
inha 173 2.04456 2.45885 -0.41429 pharm
inha 174 1.19084 2.20418 -1.01334 pharm
inha 175 1.19107 1.74535 -0.55428 pharm
inha 176 1.19061 1.82822 -0.63761 pharm
inha 177 1.19111 1.98837 -0.79726 pharm
inha 178 1.19071 3.11171 -1.921 pharm
inha 179 1.19099 1.38813 -0.19714 pharm
inha 180 0.974065 0.643756 0.330309 pharm
inha 181 0.899391 1.34252 -0.443129 pharm
inha 182 0.906238 1.18579 -0.279552 pharm
inha 183 2.04134 3.48239 -1.44105 pharm
inha 184 1.95258 1.99721 -0.04463 pharm
inha 185 2.04222 2.16506 -0.12284 pharm
inha 186 0.916485 1.25553 -0.339045 pharm
inha 187 2.04092 3.17827 -1.13735 pharm
inha 188 2.03883 2.9792 -0.94037 pharm
inha 189 2.0383 2.69504 -0.65674 pharm
inha 190 2.03771 2.58735 -0.54964 pharm
inha 191 2.03732 3.11533 -1.07801 pharm
inha 192 2.03552 2.49281 -0.45729 pharm
inha 193 2.03686 3.30654 -1.26968 pharm
inha 194 2.03655 2.4065 -0.36995 pharm
inha 195 1.11488 3.7941 -2.67922 pharm
inha 196 0.921691 1.29186 -0.370169 pharm
inha 197 1.11386 2.3546 -1.24074 pharm
inha 198 1.11551 1.44115 -0.32564 pharm
inha 199 1.11567 1.54894 -0.43327 pharm
inha 200 1.11441 1.21621 -0.1018 pharm
ital 1 1.42283 1.90635 -0.48352 pharm
ital 2 1.42266 2.34715 -0.92449 pharm
ital 3 1.56944 1.92292 -0.35348 pharm
ital 4 1.56939 1.37228 0.19711 pharm
ital 5 1.56931 1.67109 -0.10178 pharm
ital 6 1.56929 2.1582 -0.58891 pharm
ital 7 1.56927 1.58267 -0.0134 pharm
ital 8 1.56926 2.12695 -0.55769 pharm
ital 9 1.0894 2.29819 -1.20879 pharm
ital 10 1.08945 1.54434 -0.45489 pharm
ital 11 1.0895 1.70976 -0.62026 pharm
ital 12 1.08955 2.17795 -1.0884 pharm
ital 13 1.08955 1.62377 -0.53422 pharm
ital 14 1.08965 2.12767 -1.03802 pharm
ital 15 1.08965 2.79351 -1.70386 pharm
ital 16 1.08975 2.01063 -0.92088 pharm
ital 17 1.08978 3.39427 -2.30449 pharm
ital 18 1.48415 1.92745 -0.4433 pharm
ital 19 1.48416 2.00461 -0.52045 pharm
ital 20 1.48416 2.11777 -0.63361 pharm
ital 21 1.48406 1.92429 -0.44023 pharm
ital 22 1.48415 1.66179 -0.17764 pharm
ital 23 1.17344 1.79486 -0.62142 pharm
ital 24 1.17345 1.76241 -0.58896 pharm
ital 25 1.17376 1.61516 -0.4414 pharm
ital 26 1.63074 1.7327 -0.10196 pharm
ital 27 1.6308 1.95703 -0.32623 pharm
ital 28 1.63082 3.11686 -1.48604 pharm
ital 29 1.63078 1.48195 0.14883 pharm
ital 30 1.63074 1.31809 0.31265 pharm
ital 31 1.63095 1.89359 -0.26264 pharm
ital 32 1.63087 1.9624 -0.33153 pharm
ital 33 1.63098 1.46942 0.16156 pharm
ital 34 1.63093 2.64708 -1.01615 pharm
ital 35 1.17336 1.54726 -0.3739 pharm
ital 36 1.60722 1.45224 0.15498 pharm
ital 37 1.60723 2.43332 -0.82609 pharm
ital 38 1.60724 1.4638 0.14344 pharm
ital 39 1.60727 2.27904 -0.67177 pharm
ital 40 1.60733 1.86372 -0.25639 pharm
ital 41 1.60752 1.34149 0.26603 pharm
ital 42 1.60727 1.50726 0.10001 pharm
ital 43 1.60753 2.31596 -0.70843 pharm
ital 44 1.60721 1.98107 -0.37386 pharm
ital 45 1.60745 1.91885 -0.3114 pharm
ital 46 1.2735 2.54621 -1.27271 pharm
ital 47 1.2735 2.22633 -0.95283 pharm
ital 48 1.17213 2.34626 -1.17413 pharm
ital 49 1.17173 1.99247 -0.82074 pharm
ital 50 1.17225 1.67763 -0.50538 pharm
ital 51 1.17165 1.78861 -0.61696 pharm
ital 52 1.17215 2.08218 -0.91003 pharm
ital 53 1.17195 1.48945 -0.3175 pharm
ital 54 1.04432 2.00853 -0.96421 pharm
ital 55 1.04422 2.52025 -1.47603 pharm
ital 56 1.04412 2.2488 -1.20468 pharm
ital 57 1.23763 1.84437 -0.60674 pharm
ital 58 1.23802 2.29105 -1.05303 pharm
ital 59 1.23771 2.53457 -1.29686 pharm
ital 60 1.23792 1.89987 -0.66195 pharm
ital 61 1.23797 1.30897 -0.071 pharm
ital 62 1.23826 1.79701 -0.55875 pharm
ital 63 1.42035 2.65491 -1.23456 pharm
ital 64 1.42006 1.7439 -0.32384 pharm
ital 65 1.4202 2.199 -0.7788 pharm
ital 66 1.42022 1.34868 0.07154 pharm
ital 67 1.42026 1.62539 -0.20513 pharm
ital 68 1.42025 2.65334 -1.23309 pharm
ital 69 1.42023 1.49903 -0.0788 pharm
ital 70 1.42022 1.89737 -0.47715 pharm
ital 71 1.42018 1.87381 -0.45363 pharm
ital 72 1.41998 1.87529 -0.45531 pharm
ital 73 1.24007 1.61943 -0.37936 pharm
ital 74 1.24019 1.78562 -0.54543 pharm
ital 75 1.24011 1.97401 -0.7339 pharm
ital 76 1.24007 1.55076 -0.31069 pharm
ital 77 1.24018 2.57651 -1.33633 pharm
ital 78 1.62318 1.86805 -0.24487 pharm
ital 79 1.62329 1.95071 -0.32742 pharm
ital 80 1.62325 1.45194 0.17131 pharm
ital 81 1.62323 2.32586 -0.70263 pharm
ital 82 1.62286 1.38428 0.23858 pharm
ital 83 1.27101 2.88976 -1.61875 pharm
ital 84 1.27122 2.06779 -0.79657 pharm
ital 85 1.27116 1.27659 -0.00543 pharm
ital 86 1.24465 2.01321 -0.76856 pharm
ital 87 1.24472 2.79352 -1.5488 pharm
ital 88 1.24472 1.738 -0.49328 pharm
ital 89 1.24494 2.45948 -1.21454 pharm
ital 90 1.24478 1.50379 -0.25901 pharm
ital 91 1.14023 1.58626 -0.44603 pharm
ital 92 1.14051 2.11434 -0.97383 pharm
ital 93 1.14046 2.76172 -1.62126 pharm
ital 94 1.14055 1.6908 -0.55025 pharm
ital 95 1.62224 1.2094 0.41284 pharm
ital 96 1.35296 2.84283 -1.48987 pharm
ital 97 1.35315 2.64674 -1.29359 pharm
ital 98 1.35273 1.94813 -0.5954 pharm
ital 99 1.55573 2.82379 -1.26806 pharm
ital 100 1.55574 2.23188 -0.67614 pharm
ital 101 1.55571 2.00702 -0.45131 pharm
ital 102 1.55576 2.10201 -0.54625 pharm
ital 103 1.55571 1.59746 -0.04175 pharm
ital 104 1.55563 1.44673 0.1089 pharm
ital 105 1.1268 1.31188 -0.18508 pharm
ital 106 1.46741 1.39337 0.07404 pharm
ital 107 1.46731 1.31002 0.15729 pharm
ital 108 1.46722 2.49661 -1.02939 pharm
ital 109 1.46728 2.0119 -0.54462 pharm
ital 110 1.46727 0.990533 0.476737 pharm
ital 111 1.46727 2.01461 -0.54734 pharm
ital 112 1.46728 2.07448 -0.6072 pharm
ital 113 1.46725 1.45027 0.01698 pharm
ital 114 1.4673 1.15288 0.31442 pharm
ital 115 1.46721 1.44558 0.02163 pharm
ital 116 1.46737 1.77406 -0.30669 pharm
ital 117 1.46742 2.18537 -0.71795 pharm
ital 118 1.46789 1.27666 0.19123 pharm
ital 119 1.15789 2.7362 -1.57831 pharm
ital 120 1.15773 1.7487 -0.59097 pharm
ital 121 1.15797 1.64573 -0.48776 pharm
ital 122 1.1577 3.18873 -2.03103 pharm
ital 123 1.15818 1.58694 -0.42876 pharm
ital 124 1.70629 1.54702 0.15927 pharm
ital 125 1.7062 2.17664 -0.47044 pharm
ital 126 1.53542 3.41028 -1.87486 pharm
ital 127 1.53558 2.37968 -0.8441 pharm
ital 128 1.53546 2.15858 -0.62312 pharm
ital 129 1.53795 3.61099 -2.07304 pharm
ital 130 1.53787 3.15229 -1.61442 pharm
ital 131 1.5379 2.50202 -0.96412 pharm
ital 132 1.53796 1.4099 0.12806 pharm
ital 133 1.53791 1.54842 -0.01051 pharm
ital 134 1.53794 1.80095 -0.26301 pharm
ital 135 1.53783 2.05994 -0.52211 pharm
ital 136 1.53783 3.17157 -1.63374 pharm
ital 137 1.53783 1.57083 -0.033 pharm
ital 138 1.68398 2.2931 -0.60912 pharm
ital 139 1.68399 2.22614 -0.54215 pharm
ital 140 1.68396 1.33824 0.34572 pharm
ital 141 1.68413 1.65765 0.02648 pharm
ital 142 1.6839 2.1307 -0.4468 pharm
ital 143 1.1012 2.39077 -1.28957 pharm
ital 144 1.10114 1.8278 -0.72666 pharm
ital 145 1.101 2.42042 -1.31942 pharm
