target model it0_rmsd it1_rmsd delta_rmsd protocol
ital 146 1.10112 2.28483 -1.18371 pharm
ital 147 1.10112 2.63302 -1.5319 pharm
ital 148 1.10104 1.77075 -0.66971 pharm
ital 149 1.53435 1.82943 -0.29508 pharm
ital 150 1.53424 1.83612 -0.30188 pharm
ital 151 1.53435 1.60008 -0.06573 pharm
ital 152 1.53437 1.24478 0.28959 pharm
ital 153 1.53436 2.97647 -1.44211 pharm
ital 154 1.53429 1.98122 -0.44693 pharm
ital 155 1.53439 2.49281 -0.95842 pharm
ital 156 1.53442 1.19343 0.34099 pharm
ital 157 1.53443 2.36478 -0.83035 pharm
ital 158 1.53443 2.68901 -1.15458 pharm
ital 159 1.53437 1.53079 0.00358 pharm
ital 160 1.53441 1.7697 -0.23529 pharm
ital 161 1.53453 1.85062 -0.31609 pharm
ital 162 1.53447 2.40313 -0.86866 pharm
ital 163 1.53449 1.8229 -0.28841 pharm
ital 164 1.53443 1.82219 -0.28776 pharm
ital 165 1.53454 2.07812 -0.54358 pharm
ital 166 1.53456 1.88175 -0.34719 pharm
ital 167 1.6329 2.01339 -0.38049 pharm
ital 168 1.63289 1.50616 0.12673 pharm
ital 169 1.63292 1.30142 0.3315 pharm
ital 170 1.44888 1.83555 -0.38667 pharm
ital 171 1.4489 2.35613 -0.90723 pharm
ital 172 1.44893 2.29231 -0.84338 pharm
ital 173 1.44906 1.64201 -0.19295 pharm
ital 174 1.44902 1.83324 -0.38422 pharm
ital 175 1.44918 1.69758 -0.2484 pharm
ital 176 1.44899 2.05764 -0.60865 pharm
ital 177 1.44898 2.3958 -0.94682 pharm
ital 178 1.44917 1.52063 -0.07146 pharm
ital 179 1.44903 2.05364 -0.60461 pharm
ital 180 1.44917 1.75561 -0.30644 pharm
ital 181 1.66103 2.52108 -0.86005 pharm
ital 182 1.66095 1.28868 0.37227 pharm
ital 183 1.66107 1.89385 -0.23278 pharm
ital 184 1.66097 1.88962 -0.22865 pharm
ital 185 1.66108 2.0521 -0.39102 pharm
ital 186 1.661 2.13535 -0.47435 pharm
ital 187 1.661 1.93638 -0.27538 pharm
ital 188 1.66102 1.72875 -0.06773 pharm
ital 189 1.66099 1.88002 -0.21903 pharm
ital 190 1.661 1.5906 0.0704 pharm
ital 191 1.66105 2.02268 -0.36163 pharm
ital 192 1.6611 2.98411 -1.32301 pharm
ital 193 1.66115 2.25913 -0.59798 pharm
ital 194 1.66096 1.84629 -0.18533 pharm
ital 195 1.66099 1.9205 -0.25951 pharm
ital 196 1.6609 1.86164 -0.20074 pharm
ital 197 1.6609 1.76194 -0.10104 pharm
ital 198 1.65823 1.80201 -0.14378 pharm
ital 199 1.6582 1.44403 0.21417 pharm
ital 200 1.38277 1.94407 -0.5613 pharm
jak2 1 1.32928 1.32297 0.00631 pharm
jak2 2 1.32927 1.88596 -0.55669 pharm
jak2 3 1.32939 1.77368 -0.44429 pharm
jak2 4 1.3292 2.32651 -0.99731 pharm
jak2 5 1.32915 1.45994 -0.13079 pharm
jak2 6 1.32922 2.02263 -0.69341 pharm
jak2 7 1.32908 1.02871 0.30037 pharm
jak2 8 1.32899 1.35668 -0.02769 pharm
jak2 9 1.32908 1.82305 -0.49397 pharm
jak2 10 1.32905 1.75579 -0.42674 pharm
jak2 11 1.32901 1.40554 -0.07653 pharm
jak2 12 1.32911 1.43657 -0.10746 pharm
jak2 13 1.32895 1.44744 -0.11849 pharm
jak2 14 1.32881 1.38217 -0.05336 pharm
jak2 15 1.3289 1.8079 -0.479 pharm
jak2 16 1.32888 0.574968 0.753912 pharm
jak2 17 1.32905 1.4005 -0.07145 pharm
jak2 18 1.32887 2.24379 -0.91492 pharm
jak2 19 1.43827 2.21674 -0.77847 pharm
jak2 20 1.4382 2.39425 -0.95605 pharm
jak2 21 1.43806 1.93092 -0.49286 pharm
jak2 22 1.438 2.45549 -1.01749 pharm
jak2 23 1.4384 1.48633 -0.04793 pharm
jak2 24 1.43821 1.88847 -0.45026 pharm
jak2 25 1.43854 2.72877 -1.29023 pharm
jak2 26 1.43801 1.4129 0.02511 pharm
jak2 27 1.43795 1.74965 -0.3117 pharm
jak2 28 1.43805 1.6791 -0.24105 pharm
jak2 29 1.43798 1.68256 -0.24458 pharm
jak2 30 1.43804 1.62586 -0.18782 pharm
jak2 31 1.43791 2.76293 -1.32502 pharm
jak2 32 1.43792 1.67188 -0.23396 pharm
jak2 33 1.43801 1.89071 -0.4527 pharm
jak2 34 1.43798 1.25373 0.18425 pharm
jak2 35 1.43774 2.02179 -0.58405 pharm
jak2 36 1.43968 1.93199 -0.49231 pharm
jak2 37 1.54973 1.71611 -0.16638 pharm
jak2 38 1.54982 1.44152 0.1083 pharm
jak2 39 1.54989 1.95024 -0.40035 pharm
jak2 40 1.54972 1.26142 0.2883 pharm
jak2 41 1.54981 1.87741 -0.3276 pharm
jak2 42 1.54987 2.25351 -0.70364 pharm
jak2 43 1.54997 2.30904 -0.75907 pharm
jak2 44 1.54992 2.06959 -0.51967 pharm
jak2 45 1.54987 2.10066 -0.55079 pharm
jak2 46 1.5499 2.14758 -0.59768 pharm
jak2 47 1.54983 2.22452 -0.67469 pharm
jak2 48 1.55 1.48325 0.06675 pharm
jak2 49 1.54983 1.10289 0.44694 pharm
jak2 50 1.55012 1.47601 0.07411 pharm
jak2 51 1.54994 1.81074 -0.2608 pharm
jak2 52 1.55008 1.95734 -0.40726 pharm
jak2 53 1.55001 2.33884 -0.78883 pharm
jak2 54 1.54964 1.86188 -0.31224 pharm
jak2 55 1.54964 2.09284 -0.5432 pharm
jak2 56 1.54983 1.80235 -0.25252 pharm
jak2 57 1.54959 1.6165 -0.06691 pharm
jak2 58 1.54963 1.85368 -0.30405 pharm
jak2 59 1.54965 1.38781 0.16184 pharm
jak2 60 1.54978 2.21717 -0.66739 pharm
jak2 61 1.54975 2.0637 -0.51395 pharm
jak2 62 1.54963 1.41432 0.13531 pharm
jak2 63 1.5496 2.1403 -0.5907 pharm
jak2 64 1.54968 1.11064 0.43904 pharm
jak2 65 1.54962 1.83694 -0.28732 pharm
jak2 66 1.5494 2.58071 -1.03131 pharm
jak2 67 1.54954 1.647 -0.09746 pharm
jak2 68 1.54955 1.51663 0.03292 pharm
jak2 69 1.5496 1.73742 -0.18782 pharm
jak2 70 1.60582 2.0303 -0.42448 pharm
jak2 71 1.606 1.49293 0.11307 pharm
jak2 72 1.60585 1.72824 -0.12239 pharm
jak2 73 1.60592 1.73679 -0.13087 pharm
jak2 74 1.60596 1.60276 0.0032 pharm
jak2 75 1.60597 2.17203 -0.56606 pharm
jak2 76 1.60584 1.86367 -0.25783 pharm
jak2 77 1.60583 1.60418 0.00165 pharm
jak2 78 1.60572 1.80119 -0.19547 pharm
jak2 79 1.60585 1.71913 -0.11328 pharm
jak2 80 1.60569 2.24115 -0.63546 pharm
jak2 81 1.60569 1.95873 -0.35304 pharm
jak2 82 1.60565 1.87655 -0.2709 pharm
jak2 83 1.60569 2.17544 -0.56975 pharm
jak2 84 1.60584 1.87119 -0.26535 pharm
jak2 85 1.60571 1.8197 -0.21399 pharm
jak2 86 1.60461 2.18419 -0.57958 pharm
jak2 87 1.60469 2.32841 -0.72372 pharm
jak2 88 1.60469 2.01575 -0.41106 pharm
jak2 89 1.60471 1.9418 -0.33709 pharm
jak2 90 1.6047 2.74509 -1.14039 pharm
jak2 91 1.60467 1.89871 -0.29404 pharm
jak2 92 1.60472 2.53439 -0.92967 pharm
jak2 93 1.60472 2.10924 -0.50452 pharm
jak2 94 1.60468 1.83306 -0.22838 pharm
jak2 95 1.60477 1.78114 -0.17637 pharm
jak2 96 1.60456 2.04925 -0.44469 pharm
jak2 97 1.60473 1.85115 -0.24642 pharm
jak2 98 1.60471 2.31825 -0.71354 pharm
jak2 99 1.60487 2.0944 -0.48953 pharm
jak2 100 1.60491 1.80338 -0.19847 pharm
jak2 101 1.60475 2.42982 -0.82507 pharm
jak2 102 1.60369 2.20204 -0.59835 pharm
jak2 103 1.60339 2.05212 -0.44873 pharm
jak2 104 1.60388 1.73751 -0.13363 pharm
jak2 105 1.60365 1.83709 -0.23344 pharm
jak2 106 1.60365 2.36773 -0.76408 pharm
jak2 107 1.60379 1.986 -0.38221 pharm
jak2 108 1.60351 2.64832 -1.04481 pharm
jak2 109 1.60376 2.21787 -0.61411 pharm
jak2 110 1.60365 1.62475 -0.0211 pharm
jak2 111 1.60348 2.19984 -0.59636 pharm
jak2 112 1.60361 1.88668 -0.28307 pharm
jak2 113 1.60346 2.0435 -0.44004 pharm
jak2 114 1.60353 2.34261 -0.73908 pharm
jak2 115 1.6036 1.61306 -0.00946 pharm
jak2 116 1.60362 1.87308 -0.26946 pharm
jak2 117 1.60345 1.67397 -0.07052 pharm
jak2 118 1.60338 2.26481 -0.66143 pharm
jak2 119 1.60347 1.4211 0.18237 pharm
jak2 120 1.46272 1.64812 -0.1854 pharm
jak2 121 1.46264 1.7171 -0.25446 pharm
jak2 122 1.46265 2.27947 -0.81682 pharm
jak2 123 1.46271 1.51555 -0.05284 pharm
jak2 124 1.46284 1.84604 -0.3832 pharm
jak2 125 1.46275 1.59094 -0.12819 pharm
jak2 126 1.46274 2.07784 -0.6151 pharm
jak2 127 1.46273 2.21361 -0.75088 pharm
jak2 128 1.46266 1.57857 -0.11591 pharm
jak2 129 1.4627 2.8924 -1.4297 pharm
jak2 130 1.46275 2.52331 -1.06056 pharm
jak2 131 1.46281 1.95381 -0.491 pharm
jak2 132 1.46276 1.7965 -0.33374 pharm
jak2 133 1.46272 1.58154 -0.11882 pharm
jak2 134 1.46292 1.53167 -0.06875 pharm
jak2 135 1.46285 2.37468 -0.91183 pharm
jak2 136 1.46294 1.34154 0.1214 pharm
jak2 137 1.46278 2.56459 -1.10181 pharm
jak2 138 1.46287 1.46183 0.00104 pharm
jak2 139 1.46259 2.91701 -1.45442 pharm
jak2 140 1.46248 1.3976 0.06488 pharm
jak2 141 1.4625 1.57756 -0.11506 pharm
jak2 142 1.46267 1.36296 0.09971 pharm
jak2 143 1.46261 2.18233 -0.71972 pharm
jak2 144 1.46262 1.00437 0.45825 pharm
jak2 145 1.46264 1.53967 -0.07703 pharm
jak2 146 1.4625 1.18796 0.27454 pharm
jak2 147 1.46247 2.26584 -0.80337 pharm
jak2 148 1.46262 1.77232 -0.3097 pharm
jak2 149 1.46246 1.09524 0.36722 pharm
jak2 150 1.46246 1.59132 -0.12886 pharm
jak2 151 1.46251 1.57001 -0.1075 pharm
jak2 152 1.46251 1.47955 -0.01704 pharm
jak2 153 1.46245 1.52015 -0.0577 pharm
jak2 154 1.46247 1.59437 -0.1319 pharm
jak2 155 1.46245 2.07182 -0.60937 pharm
jak2 156 1.37252 1.5251 -0.15258 pharm
jak2 157 1.37236 1.356 0.01636 pharm
jak2 158 1.37276 1.53591 -0.16315 pharm
jak2 159 1.37249 1.65324 -0.28075 pharm
jak2 160 1.37262 2.4654 -1.09278 pharm
jak2 161 1.37249 1.92336 -0.55087 pharm
jak2 162 1.37274 1.69552 -0.32278 pharm
jak2 163 1.37259 1.83017 -0.45758 pharm
jak2 164 1.37252 1.56034 -0.18782 pharm
jak2 165 1.37239 1.30764 0.06475 pharm
jak2 166 1.37251 2.72953 -1.35702 pharm
jak2 167 1.37243 1.76198 -0.38955 pharm
jak2 168 1.37247 1.59992 -0.22745 pharm
jak2 169 1.37253 1.87123 -0.4987 pharm
jak2 170 1.37578 1.2319 0.14388 pharm
jak2 171 1.37571 2.28181 -0.9061 pharm
jak2 172 1.3757 2.16483 -0.78913 pharm
jak2 173 1.37566 1.40267 -0.02701 pharm
jak2 174 1.37564 1.26526 0.11038 pharm
jak2 175 1.37556 1.7887 -0.41314 pharm
jak2 176 1.37564 1.71397 -0.33833 pharm
jak2 177 1.37561 1.14559 0.23002 pharm
jak2 178 1.3758 1.65153 -0.27573 pharm
jak2 179 1.37563 1.61258 -0.23695 pharm
jak2 180 1.37567 0.952128 0.423542 pharm
jak2 181 1.37577 1.7786 -0.40283 pharm
jak2 182 1.37568 1.16848 0.2072 pharm
jak2 183 1.37566 1.79696 -0.4213 pharm
jak2 184 1.37561 1.43872 -0.06311 pharm
jak2 185 1.49937 1.432 0.06737 pharm
jak2 186 1.49909 1.0159 0.48319 pharm
jak2 187 1.49909 1.77731 -0.27822 pharm
jak2 188 1.49913 1.47368 0.02545 pharm
jak2 189 1.49915 1.35006 0.14909 pharm
jak2 190 1.49914 2.32325 -0.82411 pharm
jak2 191 1.49905 2.12475 -0.6257 pharm
jak2 192 1.49914 1.73684 -0.2377 pharm
jak2 193 1.49929 1.28898 0.21031 pharm
jak2 194 1.49909 1.9371 -0.43801 pharm
jak2 195 1.49895 1.89463 -0.39568 pharm
jak2 196 1.49929 1.53668 -0.03739 pharm
jak2 197 1.49936 2.42113 -0.92177 pharm
jak2 198 1.49895 1.77366 -0.27471 pharm
jak2 199 1.49898 1.52221 -0.02323 pharm
jak2 200 1.95419 1.87875 0.07544 pharm
kif11 1 2.00372 1.94509 0.05863 pharm
kif11 2 2.00371 1.94581 0.0579 pharm
kif11 3 2.00369 1.94591 0.05778 pharm
kif11 4 2.00366 1.94496 0.0587 pharm
kif11 5 2.0035 1.945 0.0585 pharm
kif11 6 2.00344 1.94492 0.05852 pharm
kif11 7 2.00393 1.94264 0.06129 pharm
kif11 8 2.00362 1.93458 0.06904 pharm
kif11 9 2.00376 1.94593 0.05783 pharm
kif11 10 2.00357 1.94297 0.0606 pharm
kif11 11 2.0037 1.9443 0.0594 pharm
kif11 12 2.00363 1.94722 0.05641 pharm
kif11 13 2.0038 1.9482 0.0556 pharm
kif11 14 2.00429 1.94289 0.0614 pharm
kif11 15 2.00342 1.9448 0.05862 pharm
kif11 16 2.00441 1.9402 0.06421 pharm
kif11 17 2.0039 1.94697 0.05693 pharm
kif11 18 1.994 1.89017 0.10383 pharm
kif11 19 1.99398 1.89617 0.09781 pharm
kif11 20 1.99398 1.89217 0.10181 pharm
kif11 21 1.99398 1.89893 0.09505 pharm
kif11 22 1.99407 1.8852 0.10887 pharm
kif11 23 1.99399 1.88779 0.1062 pharm
kif11 24 1.994 1.88937 0.10463 pharm
kif11 25 1.9942 1.88928 0.10492 pharm
kif11 26 1.99415 1.88759 0.10656 pharm
kif11 27 1.99418 1.88817 0.10601 pharm
kif11 28 1.99413 1.88762 0.10651 pharm
kif11 29 1.99418 1.89004 0.10414 pharm
kif11 30 1.99446 1.88472 0.10974 pharm
kif11 31 2.09645 1.98594 0.11051 pharm
kif11 32 2.09693 1.97887 0.11806 pharm
kif11 33 2.09715 1.98777 0.10938 pharm
kif11 34 2.09679 1.98878 0.10801 pharm
kif11 35 2.09736 1.98554 0.11182 pharm
kif11 36 2.09666 1.99177 0.10489 pharm
kif11 37 2.09717 2.0109 0.08627 pharm
kif11 38 2.09703 1.98617 0.11086 pharm
kif11 39 2.09717 1.98412 0.11305 pharm
kif11 40 2.09702 1.99748 0.09954 pharm
kif11 41 2.09695 2.0049 0.09205 pharm
kif11 42 2.09713 2.00912 0.08801 pharm
kif11 43 2.09676 2.0183 0.07846 pharm
kif11 44 2.18069 1.93085 0.24984 pharm
kif11 45 2.181 1.89095 0.29005 pharm
kif11 46 2.18032 1.92378 0.25654 pharm
kif11 47 2.18089 1.9447 0.23619 pharm
kif11 48 2.18112 1.92749 0.25363 pharm
kif11 49 2.18089 1.8943 0.28659 pharm
kif11 50 2.18097 1.91842 0.26255 pharm
kif11 51 2.18097 1.90532 0.27565 pharm
kif11 52 2.18083 1.93606 0.24477 pharm
kif11 53 2.18085 1.90649 0.27436 pharm
kif11 54 2.18093 1.89715 0.28378 pharm
kif11 55 2.18102 1.90811 0.27291 pharm
kif11 56 2.18073 1.90749 0.27324 pharm
kif11 57 2.18085 1.90674 0.27411 pharm
kif11 58 2.18086 1.91401 0.26685 pharm
kif11 59 2.2647 1.88012 0.38458 pharm
kif11 60 2.26462 1.9196 0.34502 pharm
kif11 61 2.26494 1.92299 0.34195 pharm
kif11 62 2.26461 1.90498 0.35963 pharm
kif11 63 2.26415 1.87393 0.39022 pharm
kif11 64 2.26438 1.86808 0.3963 pharm
kif11 65 2.26438 1.90006 0.36432 pharm
kif11 66 2.26461 1.87333 0.39128 pharm
kif11 67 2.26461 1.85968 0.40493 pharm
kif11 68 2.26457 1.93761 0.32696 pharm
kif11 69 2.26472 1.89413 0.37059 pharm
kif11 70 2.26458 1.87276 0.39182 pharm
kif11 71 2.26468 1.87632 0.38836 pharm
kif11 72 1.8184 1.76013 0.05827 pharm
kif11 73 1.81838 1.76257 0.05581 pharm
kif11 74 1.81842 1.74838 0.07004 pharm
kif11 75 1.81848 1.74855 0.06993 pharm
kif11 76 1.81844 1.75017 0.06827 pharm
kif11 77 1.81851 1.75057 0.06794 pharm
kif11 78 1.81836 1.75614 0.06222 pharm
kif11 79 1.81838 1.73603 0.08235 pharm
kif11 80 1.81857 1.74744 0.07113 pharm
kif11 81 1.81856 1.75549 0.06307 pharm
kif11 82 1.81875 1.76873 0.05002 pharm
kif11 83 1.8184 1.75653 0.06187 pharm
kif11 84 1.81869 1.75407 0.06462 pharm
kif11 85 1.81877 1.76361 0.05516 pharm
kif11 86 1.81871 1.76086 0.05785 pharm
kif11 87 1.8184 1.75989 0.05851 pharm
kif11 88 1.81884 1.75315 0.06569 pharm
kif11 89 2.52799 2.44543 0.08256 pharm
kif11 90 2.52805 2.44876 0.07929 pharm
kif11 91 2.52783 2.44387 0.08396 pharm
kif11 92 2.52812 2.44548 0.08264 pharm
kif11 93 2.52829 2.44854 0.07975 pharm
kif11 94 2.52814 2.44366 0.08448 pharm
kif11 95 2.5282 2.45529 0.07291 pharm
kif11 96 2.52787 2.4695 0.05837 pharm
kif11 97 2.5279 2.44393 0.08397 pharm
kif11 98 2.52798 2.4402 0.08778 pharm
kif11 99 2.52791 2.44183 0.08608 pharm
kif11 100 2.52787 2.43862 0.08925 pharm
kif11 101 2.52801 2.44269 0.08532 pharm
kif11 102 2.52784 2.44478 0.08306 pharm
kif11 103 2.53772 2.47332 0.0644 pharm
kif11 104 2.53767 2.47307 0.0646 pharm
kif11 105 2.53796 2.47159 0.06637 pharm
kif11 106 2.53813 2.46804 0.07009 pharm
kif11 107 2.53761 2.47758 0.06003 pharm
kif11 108 2.53817 2.47203 0.06614 pharm
kif11 109 2.53803 2.479 0.05903 pharm
kif11 110 2.53839 2.4765 0.06189 pharm
kif11 111 2.5379 2.47021 0.06769 pharm
kif11 112 2.53765 2.47137 0.06628 pharm
kif11 113 2.53758 2.46848 0.0691 pharm
kif11 114 2.53806 2.47055 0.06751 pharm
kif11 115 2.53801 2.4726 0.06541 pharm
kif11 116 2.538 2.47445 0.06355 pharm
kif11 117 2.53799 2.46955 0.06844 pharm
kif11 118 2.53771 2.47137 0.06634 pharm
kif11 119 2.53766 2.47617 0.06149 pharm
kif11 120 2.23571 1.87998 0.35573 pharm
kif11 121 2.23577 1.86018 0.37559 pharm
kif11 122 2.23585 1.85927 0.37658 pharm
kif11 123 2.23607 1.90598 0.33009 pharm
kif11 124 2.23585 1.9013 0.33455 pharm
kif11 125 2.23576 1.89551 0.34025 pharm
kif11 126 2.23597 1.8883 0.34767 pharm
kif11 127 2.23604 1.88801 0.34803 pharm
kif11 128 2.23583 1.90492 0.33091 pharm
kif11 129 2.23596 1.86678 0.36918 pharm
kif11 130 2.236 1.89943 0.33657 pharm
kif11 131 2.23624 1.86073 0.37551 pharm
kif11 132 1.67245 1.58443 0.08802 pharm
kif11 133 1.67109 1.57762 0.09347 pharm
kif11 134 1.67299 1.57896 0.09403 pharm
kif11 135 1.67121 1.58573 0.08548 pharm
kif11 136 1.67189 1.57713 0.09476 pharm
kif11 137 1.67116 1.57443 0.09673 pharm
kif11 138 1.67121 1.58199 0.08922 pharm
kif11 139 1.67187 1.58684 0.08503 pharm
kif11 140 1.67181 1.58371 0.0881 pharm
kif11 141 1.67163 1.58835 0.08328 pharm
kif11 142 1.67247 1.59502 0.07745 pharm
kif11 143 1.67168 1.58116 0.09052 pharm
kif11 144 1.6723 1.57474 0.09756 pharm
kif11 145 1.6725 1.58465 0.08785 pharm
kif11 146 1.76891 1.80616 -0.03725 pharm
kif11 147 1.87351 1.81259 0.06092 pharm
kif11 148 1.87357 1.81617 0.0574 pharm
kif11 149 1.87345 1.81872 0.05473 pharm
kif11 150 1.87327 1.81271 0.06056 pharm
kif11 151 1.87324 1.8079 0.06534 pharm
kif11 152 1.87347 1.81744 0.05603 pharm
kif11 153 1.8735 1.82075 0.05275 pharm
kif11 154 1.87351 1.81293 0.06058 pharm
kif11 155 1.87349 1.8151 0.05839 pharm
kif11 156 1.87335 1.8185 0.05485 pharm
kif11 157 1.87322 1.8166 0.05662 pharm
kif11 158 1.87362 1.81095 0.06267 pharm
kif11 159 1.87382 1.81731 0.05651 pharm
kif11 160 1.86056 1.77964 0.08092 pharm
kif11 161 1.86141 1.76843 0.09298 pharm
kif11 162 1.86064 1.76667 0.09397 pharm
kif11 163 1.86116 1.77638 0.08478 pharm
kif11 164 1.86123 1.78257 0.07866 pharm
kif11 165 1.86105 1.78092 0.08013 pharm
kif11 166 1.86124 1.76791 0.09333 pharm
kif11 167 1.86123 1.76388 0.09735 pharm
kif11 168 1.86128 1.76366 0.09762 pharm
kif11 169 1.86145 1.76883 0.09262 pharm
kif11 170 1.86118 1.76569 0.09549 pharm
kif11 171 2.50635 2.35897 0.14738 pharm
kif11 172 2.50669 2.36617 0.14052 pharm
kif11 173 2.50672 2.36195 0.14477 pharm
kif11 174 2.5067 2.35885 0.14785 pharm
kif11 175 2.50644 2.36088 0.14556 pharm
kif11 176 2.50676 2.35593 0.15083 pharm
kif11 177 2.50644 2.35681 0.14963 pharm
kif11 178 2.50631 2.35403 0.15228 pharm
kif11 179 2.50668 2.36027 0.14641 pharm
kif11 180 2.50665 2.35971 0.14694 pharm
kif11 181 2.50641 2.36086 0.14555 pharm
kif11 182 2.50664 2.36031 0.14633 pharm
kif11 183 2.50668 2.35061 0.15607 pharm
kif11 184 2.50677 2.35823 0.14854 pharm
kif11 185 2.50622 2.36553 0.14069 pharm
kif11 186 2.3092 2.27456 0.03464 pharm
kif11 187 2.30899 2.29756 0.01143 pharm
kif11 188 2.30923 2.29596 0.01327 pharm
kif11 189 2.26479 2.04381 0.22098 pharm
kif11 190 2.26461 2.03196 0.23265 pharm
kif11 191 2.26486 2.04574 0.21912 pharm
kif11 192 2.26482 2.04357 0.22125 pharm
kif11 193 2.26489 2.03595 0.22894 pharm
kif11 194 2.26488 2.04083 0.22405 pharm
kif11 195 2.26489 2.04407 0.22082 pharm
kif11 196 2.26489 2.04563 0.21926 pharm
kif11 197 2.26486 2.04363 0.22123 pharm
kif11 198 2.26485 2.03699 0.22786 pharm
kif11 199 2.26498 2.04439 0.22059 pharm
kif11 200 2.26514 2.04413 0.22101 pharm
kit 1 8.52358 8.09022 0.43336 pharm
kit 2 8.52379 8.93079 -0.407 pharm
kit 3 8.52407 9.57605 -1.05198 pharm
kit 4 8.52411 9.43668 -0.91257 pharm
kit 5 8.52399 9.68914 -1.16515 pharm
kit 6 8.52402 8.35451 0.16951 pharm
kit 7 8.52369 8.55872 -0.03503 pharm
kit 8 8.52415 9.03631 -0.51216 pharm
kit 9 8.60538 9.68884 -1.08346 pharm
kit 10 8.60516 8.445 0.16016 pharm
kit 11 8.60532 9.20833 -0.60301 pharm
kit 12 8.60525 8.86212 -0.25687 pharm
kit 13 8.60522 8.80275 -0.19753 pharm
kit 14 8.60525 8.58582 0.01943 pharm
kit 15 8.60528 8.18331 0.42197 pharm
kit 16 8.60528 8.78825 -0.18297 pharm
kit 17 8.60534 8.80033 -0.19499 pharm
kit 18 8.60529 9.85957 -1.25428 pharm
kit 19 8.60538 9.91899 -1.31361 pharm
kit 20 8.60528 8.30021 0.30507 pharm
kit 21 10.4317 8.78152 1.65018 pharm
kit 22 10.4317 10.3672 0.0645 pharm
kit 23 10.4321 9.41092 1.02118 pharm
kit 24 10.4324 9.89365 0.53875 pharm
kit 25 10.4322 9.96139 0.47081 pharm
kit 26 10.4316 9.39711 1.03449 pharm
kit 27 10.4323 10.4409 -0.0086 pharm
kit 28 10.4322 9.68621 0.74599 pharm
kit 29 10.432 9.38542 1.04658 pharm
kit 30 8.39873 7.88763 0.5111 pharm
kit 31 8.39902 9.63673 -1.23771 pharm
kit 32 8.39909 9.28244 -0.88335 pharm
kit 33 8.39905 8.65536 -0.25631 pharm
kit 34 8.39939 9.89318 -1.49379 pharm
kit 35 8.39935 8.04622 0.35313 pharm
kit 36 9.4193 9.6268 -0.2075 pharm
kit 37 9.48341 9.55842 -0.07501 pharm
kit 38 9.48348 9.38476 0.09872 pharm
kit 39 9.48349 9.4889 -0.00541 pharm
kit 40 9.48344 9.96558 -0.48214 pharm
kit 41 9.48339 8.13901 1.34438 pharm
kit 42 9.4838 8.90569 0.57811 pharm
kit 43 9.51318 9.40219 0.11099 pharm
kit 44 9.51338 10.1292 -0.61582 pharm
kit 45 9.51358 8.11933 1.39425 pharm
kit 46 9.5134 10.0377 -0.5243 pharm
kit 47 9.51346 9.18865 0.32481 pharm
kit 48 10.3593 9.76508 0.59422 pharm
kit 49 10.3599 9.8453 0.5146 pharm
kit 50 9.05987 9.12572 -0.06585 pharm
kit 51 10.3598 9.40714 0.95266 pharm
kit 52 9.05968 9.12881 -0.06913 pharm
kit 53 9.05933 9.21295 -0.15362 pharm
kit 54 9.05963 8.50195 0.55768 pharm
kit 55 9.05985 9.96828 -0.90843 pharm
kit 56 9.05957 9.6066 -0.54703 pharm
kit 57 9.0597 8.61386 0.44584 pharm
kit 58 10.3593 9.95163 0.40767 pharm
kit 59 9.05977 8.8356 0.22417 pharm
kit 60 9.05965 8.3195 0.74015 pharm
kit 61 9.05948 8.86339 0.19609 pharm
kit 62 9.05959 9.77438 -0.71479 pharm
kit 63 9.05995 8.38186 0.67809 pharm
kit 64 9.0595 10.078 -1.0185 pharm
kit 65 9.05945 8.54174 0.51771 pharm
kit 66 9.0595 8.57486 0.48464 pharm
kit 67 5.47547 7.64155 -2.16608 pharm
kit 68 5.47543 5.8085 -0.33307 pharm
kit 69 5.47553 7.41667 -1.94114 pharm
kit 70 5.47546 6.27622 -0.80076 pharm
kit 71 5.47546 6.40479 -0.92933 pharm
kit 72 5.47511 7.59962 -2.12451 pharm
kit 73 5.47514 6.81997 -1.34483 pharm
kit 74 5.47509 7.05535 -1.58026 pharm
kit 75 5.47571 6.21214 -0.73643 pharm
kit 76 5.47481 7.5181 -2.04329 pharm
kit 77 5.47597 7.45792 -1.98195 pharm
kit 78 5.47587 6.88243 -1.40656 pharm
kit 79 5.4754 6.68595 -1.21055 pharm
kit 80 5.47543 6.47079 -0.99536 pharm
kit 81 5.47546 7.33554 -1.86008 pharm
kit 82 5.47542 5.75966 -0.28424 pharm
kit 83 5.4754 6.97834 -1.50294 pharm
kit 84 5.47533 8.28517 -2.80984 pharm
kit 85 6.26504 6.63338 -0.36834 pharm
kit 86 6.26429 5.72428 0.54001 pharm
kit 87 6.26465 6.62054 -0.35589 pharm
kit 88 6.26476 7.27322 -1.00846 pharm
kit 89 6.26455 6.70698 -0.44243 pharm
kit 90 6.26418 7.3597 -1.09552 pharm
kit 91 6.26403 7.99122 -1.72719 pharm
kit 92 6.26457 7.86738 -1.60281 pharm
kit 93 8.96596 8.93665 0.02931 pharm
kit 94 8.96584 8.7994 0.16644 pharm
kit 95 8.96607 10.114 -1.14793 pharm
kit 96 8.96583 9.11648 -0.15065 pharm
kit 97 8.96583 8.85009 0.11574 pharm
kit 98 8.96597 8.40803 0.55794 pharm
kit 99 8.96599 8.68479 0.2812 pharm
kit 100 8.54375 8.24927 0.29448 pharm
