target,stage,protocol,quality,cutoff
kith,it1,pharm,Medium,5
kith,it0,shape,Acceptable,10
kith,it0,pharm,Acceptable,10
kith,it1,shape,High,10
kith,it1,pharm,Medium,10
kith,it0,shape,Medium,50
kith,it0,pharm,Acceptable,50
kith,it1,shape,High,50
kith,it1,pharm,Medium,50
kith,it0,shape,Medium,100
kith,it0,pharm,Acceptable,100
kith,it1,shape,High,100
kith,it1,pharm,Medium,100
kith,it0,shape,Medium,200
kith,it0,pharm,Acceptable,200
kith,it1,shape,High,200
kith,it1,pharm,Medium,200
kith,it0,shape,Medium,1000
kith,it0,pharm,Acceptable,1000
kith,it1,shape,High,1000
kith,it1,pharm,Medium,1000
lck,it0,shape,Low,1
lck,it0,pharm,Acceptable,1
lck,it1,shape,High,1
lck,it1,pharm,Acceptable,1
lck,it0,shape,Low,5
lck,it0,pharm,Acceptable,5
lck,it1,shape,High,5
lck,it1,pharm,Medium,5
lck,it0,shape,Acceptable,10
lck,it0,pharm,Acceptable,10
lck,it1,shape,High,10
lck,it1,pharm,Medium,10
lck,it0,shape,Acceptable,50
lck,it0,pharm,Acceptable,50
lck,it1,shape,High,50
lck,it1,pharm,Medium,50
lck,it0,shape,Acceptable,100
lck,it0,pharm,Acceptable,100
lck,it1,shape,High,100
lck,it1,pharm,Medium,100
lck,it0,shape,Acceptable,200
lck,it0,pharm,Acceptable,200
lck,it1,shape,High,200
lck,it1,pharm,Medium,200
lck,it0,shape,Medium,1000
lck,it0,pharm,Acceptable,1000
lck,it1,shape,High,1000
lck,it1,pharm,Medium,1000
lkha4,it0,shape,Low,1
lkha4,it0,pharm,Near Acceptable,1
lkha4,it1,shape,Near Acceptable,1
lkha4,it1,pharm,Near Acceptable,1
lkha4,it0,shape,Near Acceptable,5
lkha4,it0,pharm,Near Acceptable,5
lkha4,it1,shape,Acceptable,5
lkha4,it1,pharm,Acceptable,5
lkha4,it0,shape,Near Acceptable,10
lkha4,it0,pharm,Near Acceptable,10
lkha4,it1,shape,Medium,10
lkha4,it1,pharm,Acceptable,10
lkha4,it0,shape,Acceptable,50
lkha4,it0,pharm,Near Acceptable,50
lkha4,it1,shape,Medium,50
lkha4,it1,pharm,Medium,50
lkha4,it0,shape,Acceptable,100
lkha4,it0,pharm,Near Acceptable,100
lkha4,it1,shape,Medium,100
lkha4,it1,pharm,Medium,100
lkha4,it0,shape,Acceptable,200
lkha4,it0,pharm,Acceptable,200
lkha4,it1,shape,Medium,200
lkha4,it1,pharm,Medium,200
lkha4,it0,shape,Medium,1000
lkha4,it0,pharm,Acceptable,1000
lkha4,it1,shape,Medium,1000
lkha4,it1,pharm,Medium,1000
mapk2,it0,shape,Low,1
mapk2,it0,pharm,Acceptable,1
mapk2,it1,shape,Low,1
mapk2,it1,pharm,Acceptable,1
mapk2,it0,shape,Low,5
mapk2,it0,pharm,Acceptable,5
mapk2,it1,shape,Low,5
mapk2,it1,pharm,Medium,5
mapk2,it0,shape,Low,10
mapk2,it0,pharm,Acceptable,10
mapk2,it1,shape,Low,10
mapk2,it1,pharm,Medium,10
mapk2,it0,shape,Low,50
mapk2,it0,pharm,Acceptable,50
mapk2,it1,shape,Acceptable,50
mapk2,it1,pharm,Medium,50
mapk2,it0,shape,Low,100
mapk2,it0,pharm,Acceptable,100
mapk2,it1,shape,Acceptable,100
mapk2,it1,pharm,Medium,100
mapk2,it0,shape,Low,200
mapk2,it0,pharm,Acceptable,200
mapk2,it1,shape,Acceptable,200
mapk2,it1,pharm,Medium,200
mapk2,it0,shape,Low,1000
mapk2,it0,pharm,Acceptable,1000
mapk2,it1,shape,Acceptable,1000
mapk2,it1,pharm,Medium,1000
mcr,it0,shape,Low,1
mcr,it0,pharm,Acceptable,1
mcr,it1,shape,High,1
mcr,it1,pharm,Medium,1
mcr,it0,shape,Low,5
mcr,it0,pharm,Acceptable,5
mcr,it1,shape,High,5
mcr,it1,pharm,Medium,5
mcr,it0,shape,Near Acceptable,10
mcr,it0,pharm,Medium,10
mcr,it1,shape,High,10
mcr,it1,pharm,Medium,10
mcr,it0,shape,Medium,50
mcr,it0,pharm,Medium,50
mcr,it1,shape,High,50
mcr,it1,pharm,High,50
mcr,it0,shape,Medium,100
mcr,it0,pharm,Medium,100
mcr,it1,shape,High,100
mcr,it1,pharm,High,100
mcr,it0,shape,Medium,200
mcr,it0,pharm,Medium,200
mcr,it1,shape,High,200
mcr,it1,pharm,High,200
mcr,it0,shape,Medium,1000
mcr,it0,pharm,Medium,1000
mcr,it1,shape,High,1000
mcr,it1,pharm,High,1000
met,it0,shape,Low,1
met,it0,pharm,Acceptable,1
met,it1,shape,Acceptable,1
met,it1,pharm,Medium,1
met,it0,shape,Low,5
met,it0,pharm,Acceptable,5
met,it1,shape,Acceptable,5
met,it1,pharm,Medium,5
met,it0,shape,Low,10
met,it0,pharm,Acceptable,10
met,it1,shape,Acceptable,10
met,it1,pharm,Medium,10
met,it0,shape,Low,50
met,it0,pharm,Acceptable,50
met,it1,shape,Acceptable,50
met,it1,pharm,Medium,50
met,it0,shape,Low,100
met,it0,pharm,Acceptable,100
met,it1,shape,Acceptable,100
met,it1,pharm,Medium,100
met,it0,shape,Low,200
met,it0,pharm,Acceptable,200
met,it1,shape,Acceptable,200
met,it1,pharm,Medium,200
met,it0,shape,Low,1000
met,it0,pharm,Acceptable,1000
met,it1,shape,Acceptable,1000
met,it1,pharm,Medium,1000
mk01,it0,shape,Low,1
mk01,it0,pharm,Acceptable,1
mk01,it1,shape,Acceptable,1
mk01,it1,pharm,Acceptable,1
mk01,it0,shape,Low,5
mk01,it0,pharm,Acceptable,5
mk01,it1,shape,Acceptable,5
mk01,it1,pharm,Acceptable,5
mk01,it0,shape,Low,10
mk01,it0,pharm,Acceptable,10
mk01,it1,shape,Acceptable,10
mk01,it1,pharm,Acceptable,10
mk01,it0,shape,Near Acceptable,50
mk01,it0,pharm,Acceptable,50
mk01,it1,shape,Medium,50
mk01,it1,pharm,Acceptable,50
mk01,it0,shape,Acceptable,100
mk01,it0,pharm,Acceptable,100
mk01,it1,shape,Medium,100
mk01,it1,pharm,Acceptable,100
mk01,it0,shape,Acceptable,200
mk01,it0,pharm,Acceptable,200
mk01,it1,shape,Medium,200
mk01,it1,pharm,Acceptable,200
mk01,it0,shape,Acceptable,1000
mk01,it0,pharm,Acceptable,1000
mk01,it1,shape,Medium,1000
mk01,it1,pharm,Acceptable,1000
mk10,it0,shape,Low,1
mk10,it0,pharm,Acceptable,1
mk10,it1,shape,Medium,1
mk10,it1,pharm,Medium,1
mk10,it0,shape,Low,5
mk10,it0,pharm,Acceptable,5
mk10,it1,shape,Medium,5
mk10,it1,pharm,Medium,5
mk10,it0,shape,Low,10
mk10,it0,pharm,Acceptable,10
mk10,it1,shape,High,10
mk10,it1,pharm,Medium,10
mk10,it0,shape,Acceptable,50
mk10,it0,pharm,Medium,50
mk10,it1,shape,High,50
mk10,it1,pharm,Medium,50
mk10,it0,shape,Medium,100
mk10,it0,pharm,Medium,100
mk10,it1,shape,High,100
mk10,it1,pharm,Medium,100
mk10,it0,shape,Medium,200
mk10,it0,pharm,Medium,200
mk10,it1,shape,High,200
mk10,it1,pharm,Medium,200
mk10,it0,shape,Medium,1000
mk10,it0,pharm,Medium,1000
mk10,it1,shape,High,1000
mk10,it1,pharm,Medium,1000
mk14,it0,shape,Low,1
mk14,it0,pharm,Near Acceptable,1
mk14,it1,shape,Low,1
mk14,it1,pharm,Near Acceptable,1
mk14,it0,shape,Low,5
mk14,it0,pharm,Near Acceptable,5
mk14,it1,shape,Low,5
mk14,it1,pharm,Acceptable,5
mk14,it0,shape,Low,10
mk14,it0,pharm,Near Acceptable,10
mk14,it1,shape,Low,10
mk14,it1,pharm,Acceptable,10
mk14,it0,shape,Low,50
mk14,it0,pharm,Near Acceptable,50
mk14,it1,shape,Low,50
mk14,it1,pharm,Acceptable,50
mk14,it0,shape,Low,100
mk14,it0,pharm,Near Acceptable,100
mk14,it1,shape,Low,100
mk14,it1,pharm,Acceptable,100
mk14,it0,shape,Low,200
mk14,it0,pharm,Near Acceptable,200
mk14,it1,shape,Low,200
mk14,it1,pharm,Acceptable,200
mk14,it0,shape,Low,1000
mk14,it0,pharm,Acceptable,1000
mk14,it1,shape,Low,1000
mk14,it1,pharm,Acceptable,1000
mmp13,it0,shape,Low,1
mmp13,it0,pharm,Low,1
mmp13,it1,shape,Acceptable,1
mmp13,it1,pharm,Acceptable,1
mmp13,it0,shape,Acceptable,5
mmp13,it0,pharm,Low,5
mmp13,it1,shape,Acceptable,5
mmp13,it1,pharm,Acceptable,5
mmp13,it0,shape,Acceptable,10
mmp13,it0,pharm,Low,10
mmp13,it1,shape,Acceptable,10
mmp13,it1,pharm,Acceptable,10
mmp13,it0,shape,Acceptable,50
mmp13,it0,pharm,Near Acceptable,50
mmp13,it1,shape,Acceptable,50
mmp13,it1,pharm,Acceptable,50
mmp13,it0,shape,Acceptable,100
mmp13,it0,pharm,Near Acceptable,100
mmp13,it1,shape,Acceptable,100
mmp13,it1,pharm,Acceptable,100
mmp13,it0,shape,Acceptable,200
mmp13,it0,pharm,Near Acceptable,200
mmp13,it1,shape,Acceptable,200
mmp13,it1,pharm,Acceptable,200
mmp13,it0,shape,Acceptable,1000
mmp13,it0,pharm,Near Acceptable,1000
mmp13,it1,shape,Acceptable,1000
mmp13,it1,pharm,Acceptable,1000
mp2k1,it0,shape,Low,1
mp2k1,it0,pharm,Low,1
mp2k1,it1,shape,Low,1
mp2k1,it1,pharm,Low,1
mp2k1,it0,shape,Low,5
mp2k1,it0,pharm,Low,5
mp2k1,it1,shape,Low,5
mp2k1,it1,pharm,Low,5
mp2k1,it0,shape,Low,10
mp2k1,it0,pharm,Low,10
mp2k1,it1,shape,Low,10
mp2k1,it1,pharm,Low,10
mp2k1,it0,shape,Low,50
mp2k1,it0,pharm,Low,50
mp2k1,it1,shape,Low,50
mp2k1,it1,pharm,Low,50
mp2k1,it0,shape,Low,100
mp2k1,it0,pharm,Low,100
mp2k1,it1,shape,Low,100
mp2k1,it1,pharm,Low,100
mp2k1,it0,shape,Low,200
mp2k1,it0,pharm,Low,200
mp2k1,it1,shape,Low,200
mp2k1,it1,pharm,Low,200
mp2k1,it0,shape,Low,1000
mp2k1,it0,pharm,Low,1000
mp2k1,it1,shape,Low,1000
mp2k1,it1,pharm,Low,1000
nos1,it0,shape,Low,1
nos1,it0,pharm,Acceptable,1
nos1,it1,shape,Low,1
nos1,it1,pharm,Near Acceptable,1
nos1,it0,shape,Low,5
nos1,it0,pharm,Acceptable,5
nos1,it1,shape,Near Acceptable,5
nos1,it1,pharm,Acceptable,5
nos1,it0,shape,Low,10
nos1,it0,pharm,Acceptable,10
nos1,it1,shape,Near Acceptable,10
nos1,it1,pharm,Acceptable,10
nos1,it0,shape,Near Acceptable,50
nos1,it0,pharm,Acceptable,50
nos1,it1,shape,Acceptable,50
nos1,it1,pharm,Acceptable,50
nos1,it0,shape,Near Acceptable,100
nos1,it0,pharm,Acceptable,100
nos1,it1,shape,Acceptable,100
nos1,it1,pharm,Acceptable,100
nos1,it0,shape,Acceptable,200
nos1,it0,pharm,Acceptable,200
nos1,it1,shape,Acceptable,200
nos1,it1,pharm,Acceptable,200
nos1,it0,shape,Acceptable,1000
nos1,it0,pharm,Acceptable,1000
nos1,it1,shape,Acceptable,1000
nos1,it1,pharm,Acceptable,1000
nram,it0,shape,Low,1
nram,it0,pharm,Acceptable,1
nram,it1,shape,Acceptable,1
nram,it1,pharm,Acceptable,1
nram,it0,shape,Low,5
nram,it0,pharm,Acceptable,5
nram,it1,shape,Acceptable,5
nram,it1,pharm,Acceptable,5
nram,it0,shape,Near Acceptable,10
nram,it0,pharm,Acceptable,10
nram,it1,shape,Acceptable,10
nram,it1,pharm,Acceptable,10
nram,it0,shape,Acceptable,50
nram,it0,pharm,Acceptable,50
nram,it1,shape,Acceptable,50
nram,it1,pharm,Acceptable,50
nram,it0,shape,Acceptable,100
nram,it0,pharm,Acceptable,100
nram,it1,shape,Acceptable,100
nram,it1,pharm,Acceptable,100
nram,it0,shape,Acceptable,200
nram,it0,pharm,Acceptable,200
nram,it1,shape,Acceptable,200
nram,it1,pharm,Acceptable,200
nram,it0,shape,Medium,1000
nram,it0,pharm,Medium,1000
nram,it1,shape,Acceptable,1000
nram,it1,pharm,Acceptable,1000
pa2ga,it0,shape,Low,1
pa2ga,it0,pharm,Low,1
pa2ga,it1,shape,Low,1
pa2ga,it1,pharm,Low,1
pa2ga,it0,shape,Low,5
pa2ga,it0,pharm,Low,5
pa2ga,it1,shape,Low,5
pa2ga,it1,pharm,Acceptable,5
pa2ga,it0,shape,Low,10
pa2ga,it0,pharm,Low,10
pa2ga,it1,shape,Low,10
pa2ga,it1,pharm,Acceptable,10
pa2ga,it0,shape,Low,50
pa2ga,it0,pharm,Low,50
pa2ga,it1,shape,Low,50
pa2ga,it1,pharm,Acceptable,50
pa2ga,it0,shape,Low,100
pa2ga,it0,pharm,Low,100
pa2ga,it1,shape,Low,100
pa2ga,it1,pharm,Acceptable,100
pa2ga,it0,shape,Low,200
pa2ga,it0,pharm,Low,200
pa2ga,it1,shape,Low,200
pa2ga,it1,pharm,Acceptable,200
pa2ga,it0,shape,Low,1000
pa2ga,it0,pharm,Low,1000
pa2ga,it1,shape,Low,1000
pa2ga,it1,pharm,Acceptable,1000
parp1,it0,shape,Acceptable,1
parp1,it0,pharm,Acceptable,1
parp1,it1,shape,Near Acceptable,1
parp1,it1,pharm,Acceptable,1
parp1,it0,shape,Medium,5
parp1,it0,pharm,Acceptable,5
parp1,it1,shape,Acceptable,5
parp1,it1,pharm,High,5
parp1,it0,shape,Medium,10
parp1,it0,pharm,Acceptable,10
parp1,it1,shape,Acceptable,10
parp1,it1,pharm,High,10
parp1,it0,shape,Medium,50
parp1,it0,pharm,Acceptable,50
parp1,it1,shape,Medium,50
parp1,it1,pharm,High,50
parp1,it0,shape,Medium,100
parp1,it0,pharm,Acceptable,100
parp1,it1,shape,Medium,100
parp1,it1,pharm,High,100
parp1,it0,shape,Medium,200
parp1,it0,pharm,Acceptable,200
parp1,it1,shape,Medium,200
parp1,it1,pharm,High,200
parp1,it0,shape,Medium,1000
parp1,it0,pharm,Acceptable,1000
parp1,it1,shape,Medium,1000
parp1,it1,pharm,High,1000
pde5a,it0,shape,Low,1
pde5a,it0,pharm,Low,1
pde5a,it1,shape,Acceptable,1
pde5a,it1,pharm,Low,1
pde5a,it0,shape,Low,5
pde5a,it0,pharm,Low,5
pde5a,it1,shape,Acceptable,5
pde5a,it1,pharm,Low,5
pde5a,it0,shape,Low,10
pde5a,it0,pharm,Low,10
pde5a,it1,shape,Acceptable,10
pde5a,it1,pharm,Low,10
pde5a,it0,shape,Acceptable,50
pde5a,it0,pharm,Low,50
pde5a,it1,shape,Acceptable,50
pde5a,it1,pharm,Low,50
pde5a,it0,shape,Acceptable,100
pde5a,it0,pharm,Low,100
pde5a,it1,shape,Acceptable,100
pde5a,it1,pharm,Low,100
pde5a,it0,shape,Acceptable,200
pde5a,it0,pharm,Near Acceptable,200
pde5a,it1,shape,Acceptable,200
pde5a,it1,pharm,Low,200
pde5a,it0,shape,Acceptable,1000
pde5a,it0,pharm,Acceptable,1000
pde5a,it1,shape,Acceptable,1000
pde5a,it1,pharm,Low,1000
pgh1,it0,shape,Low,1
pgh1,it0,pharm,Low,1
pgh1,it1,shape,Low,1
pgh1,it1,pharm,Low,1
pgh1,it0,shape,Low,5
pgh1,it0,pharm,Low,5
pgh1,it1,shape,Low,5
pgh1,it1,pharm,Low,5
pgh1,it0,shape,Low,10
pgh1,it0,pharm,Low,10
pgh1,it1,shape,Low,10
pgh1,it1,pharm,Low,10
pgh1,it0,shape,Low,50
pgh1,it0,pharm,Low,50
pgh1,it1,shape,Low,50
pgh1,it1,pharm,Low,50
pgh1,it0,shape,Acceptable,100
pgh1,it0,pharm,Low,100
pgh1,it1,shape,Acceptable,100
pgh1,it1,pharm,Low,100
pgh1,it0,shape,Acceptable,200
pgh1,it0,pharm,Low,200
pgh1,it1,shape,Acceptable,200
pgh1,it1,pharm,Low,200
pgh1,it0,shape,Acceptable,1000
pgh1,it0,pharm,Low,1000
pgh1,it1,shape,Acceptable,1000
pgh1,it1,pharm,Low,1000
pgh2,it0,shape,Low,1
pgh2,it0,pharm,Near Acceptable,1
pgh2,it1,shape,Medium,1
pgh2,it1,pharm,Acceptable,1
pgh2,it0,shape,Low,5
pgh2,it0,pharm,Near Acceptable,5
pgh2,it1,shape,Medium,5
pgh2,it1,pharm,Acceptable,5
pgh2,it0,shape,High,10
pgh2,it0,pharm,Near Acceptable,10
pgh2,it1,shape,Medium,10
pgh2,it1,pharm,Acceptable,10
pgh2,it0,shape,High,50
pgh2,it0,pharm,Near Acceptable,50
pgh2,it1,shape,High,50
pgh2,it1,pharm,Acceptable,50
pgh2,it0,shape,High,100
pgh2,it0,pharm,Near Acceptable,100
pgh2,it1,shape,High,100
pgh2,it1,pharm,Acceptable,100
pgh2,it0,shape,High,200
pgh2,it0,pharm,Near Acceptable,200
pgh2,it1,shape,High,200
pgh2,it1,pharm,Acceptable,200
pgh2,it0,shape,High,1000
pgh2,it0,pharm,Near Acceptable,1000
pgh2,it1,shape,High,1000
pgh2,it1,pharm,Acceptable,1000
plk1,it0,shape,Low,1
plk1,it0,pharm,Low,1
plk1,it1,shape,Low,1
plk1,it1,pharm,Low,1
plk1,it0,shape,Low,5
plk1,it0,pharm,Low,5
plk1,it1,shape,Low,5
plk1,it1,pharm,Low,5
plk1,it0,shape,Low,10
plk1,it0,pharm,Low,10
plk1,it1,shape,Low,10
plk1,it1,pharm,Low,10
plk1,it0,shape,Low,50
plk1,it0,pharm,Low,50
plk1,it1,shape,Near Acceptable,50
plk1,it1,pharm,Low,50
plk1,it0,shape,Low,100
plk1,it0,pharm,Low,100
plk1,it1,shape,Near Acceptable,100
plk1,it1,pharm,Low,100
plk1,it0,shape,Low,200
plk1,it0,pharm,Low,200
plk1,it1,shape,Near Acceptable,200
plk1,it1,pharm,Near Acceptable,200
plk1,it0,shape,Low,1000
plk1,it0,pharm,Near Acceptable,1000
plk1,it1,shape,Near Acceptable,1000
plk1,it1,pharm,Near Acceptable,1000
pnph,it0,shape,Low,1
pnph,it0,pharm,Near Acceptable,1
pnph,it1,shape,Acceptable,1
pnph,it1,pharm,Acceptable,1
pnph,it0,shape,Low,5
pnph,it0,pharm,Near Acceptable,5
pnph,it1,shape,Acceptable,5
pnph,it1,pharm,Acceptable,5
pnph,it0,shape,Low,10
pnph,it0,pharm,Near Acceptable,10
pnph,it1,shape,Acceptable,10
pnph,it1,pharm,Acceptable,10
pnph,it0,shape,Near Acceptable,50
pnph,it0,pharm,Near Acceptable,50
pnph,it1,shape,Acceptable,50
pnph,it1,pharm,Acceptable,50
pnph,it0,shape,Near Acceptable,100
pnph,it0,pharm,Near Acceptable,100
pnph,it1,shape,Acceptable,100
pnph,it1,pharm,Acceptable,100
pnph,it0,shape,Acceptable,200
pnph,it0,pharm,Medium,200
pnph,it1,shape,Acceptable,200
pnph,it1,pharm,Acceptable,200
pnph,it0,shape,Acceptable,1000
pnph,it0,pharm,Medium,1000
pnph,it1,shape,Acceptable,1000
pnph,it1,pharm,Acceptable,1000
ppara,it0,shape,Acceptable,1
ppara,it0,pharm,Low,1
ppara,it1,shape,Acceptable,1
ppara,it1,pharm,Low,1
ppara,it0,shape,Acceptable,5
ppara,it0,pharm,Low,5
ppara,it1,shape,Acceptable,5
ppara,it1,pharm,Low,5
ppara,it0,shape,Acceptable,10
ppara,it0,pharm,Low,10
ppara,it1,shape,Acceptable,10
ppara,it1,pharm,Low,10
ppara,it0,shape,Acceptable,50
ppara,it0,pharm,Low,50
ppara,it1,shape,Acceptable,50
ppara,it1,pharm,Low,50
ppara,it0,shape,Acceptable,100
ppara,it0,pharm,Low,100
ppara,it1,shape,Acceptable,100
ppara,it1,pharm,Low,100
ppara,it0,shape,Acceptable,200
ppara,it0,pharm,Low,200
ppara,it1,shape,Acceptable,200
ppara,it1,pharm,Low,200
ppara,it0,shape,Acceptable,1000
ppara,it0,pharm,Low,1000
ppara,it1,shape,Acceptable,1000
ppara,it1,pharm,Low,1000
ppard,it0,shape,Low,1
ppard,it0,pharm,Acceptable,1
ppard,it1,shape,Near Acceptable,1
ppard,it1,pharm,Medium,1
ppard,it0,shape,Acceptable,5
ppard,it0,pharm,Acceptable,5
ppard,it1,shape,Acceptable,5
ppard,it1,pharm,Medium,5
ppard,it0,shape,Acceptable,10
ppard,it0,pharm,Acceptable,10
ppard,it1,shape,Acceptable,10
ppard,it1,pharm,Medium,10
ppard,it0,shape,Acceptable,50
ppard,it0,pharm,Acceptable,50
ppard,it1,shape,Acceptable,50
ppard,it1,pharm,Medium,50
ppard,it0,shape,Acceptable,100
ppard,it0,pharm,Acceptable,100
ppard,it1,shape,Acceptable,100
ppard,it1,pharm,Medium,100
ppard,it0,shape,Acceptable,200
ppard,it0,pharm,Acceptable,200
ppard,it1,shape,Acceptable,200
ppard,it1,pharm,Medium,200
ppard,it0,shape,Acceptable,1000
ppard,it0,pharm,Acceptable,1000
ppard,it1,shape,Acceptable,1000
ppard,it1,pharm,Medium,1000
pparg,it0,shape,Near Acceptable,1
pparg,it0,pharm,Acceptable,1
pparg,it1,shape,Acceptable,1
pparg,it1,pharm,Acceptable,1
pparg,it0,shape,Near Acceptable,5
pparg,it0,pharm,Acceptable,5
pparg,it1,shape,Acceptable,5
pparg,it1,pharm,Medium,5
pparg,it0,shape,Acceptable,10
pparg,it0,pharm,Acceptable,10
pparg,it1,shape,Medium,10
pparg,it1,pharm,Medium,10
pparg,it0,shape,Acceptable,50
pparg,it0,pharm,Acceptable,50
pparg,it1,shape,Medium,50
pparg,it1,pharm,Medium,50
pparg,it0,shape,Acceptable,100
pparg,it0,pharm,Acceptable,100
pparg,it1,shape,Medium,100
pparg,it1,pharm,Medium,100
pparg,it0,shape,Acceptable,200
pparg,it0,pharm,Acceptable,200
pparg,it1,shape,Medium,200
pparg,it1,pharm,Medium,200
pparg,it0,shape,Acceptable,1000
pparg,it0,pharm,Acceptable,1000
pparg,it1,shape,Medium,1000
pparg,it1,pharm,Medium,1000
prgr,it0,shape,Low,1
prgr,it0,pharm,Low,1
prgr,it1,shape,Acceptable,1
prgr,it1,pharm,Low,1
prgr,it0,shape,Near Acceptable,5
prgr,it0,pharm,Low,5
prgr,it1,shape,Acceptable,5
prgr,it1,pharm,Low,5
prgr,it0,shape,Near Acceptable,10
prgr,it0,pharm,Low,10
prgr,it1,shape,Acceptable,10
prgr,it1,pharm,Low,10
prgr,it0,shape,Near Acceptable,50
prgr,it0,pharm,Low,50
prgr,it1,shape,Acceptable,50
prgr,it1,pharm,Low,50
prgr,it0,shape,Acceptable,100
prgr,it0,pharm,Low,100
prgr,it1,shape,Acceptable,100
prgr,it1,pharm,Low,100
prgr,it0,shape,Acceptable,200
prgr,it0,pharm,Low,200
prgr,it1,shape,Acceptable,200
prgr,it1,pharm,Low,200
prgr,it0,shape,Acceptable,1000
prgr,it0,pharm,Low,1000
prgr,it1,shape,Acceptable,1000
prgr,it1,pharm,Low,1000
ptn1,it0,shape,Low,1
ptn1,it0,pharm,Low,1
ptn1,it1,shape,Medium,1
ptn1,it1,pharm,Medium,1
ptn1,it0,shape,Low,5
ptn1,it0,pharm,Acceptable,5
ptn1,it1,shape,High,5
ptn1,it1,pharm,High,5
ptn1,it0,shape,Near Acceptable,10
ptn1,it0,pharm,Acceptable,10
ptn1,it1,shape,High,10
ptn1,it1,pharm,High,10
ptn1,it0,shape,Medium,50
ptn1,it0,pharm,Acceptable,50
ptn1,it1,shape,High,50
ptn1,it1,pharm,High,50
ptn1,it0,shape,Medium,100
ptn1,it0,pharm,Acceptable,100
ptn1,it1,shape,High,100
ptn1,it1,pharm,High,100
ptn1,it0,shape,Medium,200
ptn1,it0,pharm,Acceptable,200
ptn1,it1,shape,High,200
ptn1,it1,pharm,High,200
ptn1,it0,shape,Medium,1000
ptn1,it0,pharm,Acceptable,1000
ptn1,it1,shape,High,1000
ptn1,it1,pharm,High,1000
pur2,it0,shape,Low,1
pur2,it0,pharm,Near Acceptable,1
pur2,it1,shape,Acceptable,1
pur2,it1,pharm,Near Acceptable,1
pur2,it0,shape,Acceptable,5
pur2,it0,pharm,Near Acceptable,5
pur2,it1,shape,Acceptable,5
pur2,it1,pharm,Near Acceptable,5
pur2,it0,shape,Acceptable,10
pur2,it0,pharm,Near Acceptable,10
pur2,it1,shape,Acceptable,10
pur2,it1,pharm,Near Acceptable,10
pur2,it0,shape,Acceptable,50
pur2,it0,pharm,Near Acceptable,50
pur2,it1,shape,Acceptable,50
pur2,it1,pharm,Acceptable,50
pur2,it0,shape,Acceptable,100
pur2,it0,pharm,Near Acceptable,100
pur2,it1,shape,Acceptable,100
pur2,it1,pharm,Acceptable,100
pur2,it0,shape,Acceptable,200
pur2,it0,pharm,Near Acceptable,200
pur2,it1,shape,Acceptable,200
pur2,it1,pharm,Acceptable,200
pur2,it0,shape,Acceptable,1000
pur2,it0,pharm,Near Acceptable,1000
pur2,it1,shape,Acceptable,1000
pur2,it1,pharm,Acceptable,1000
pygm,it0,shape,Low,1
pygm,it0,pharm,Low,1
pygm,it1,shape,Low,1
pygm,it1,pharm,Low,1
pygm,it0,shape,Low,5
pygm,it0,pharm,Low,5
pygm,it1,shape,Low,5
pygm,it1,pharm,Low,5
pygm,it0,shape,Low,10
pygm,it0,pharm,Low,10
pygm,it1,shape,Low,10
pygm,it1,pharm,Low,10
pygm,it0,shape,Low,50
pygm,it0,pharm,Low,50
pygm,it1,shape,Low,50
pygm,it1,pharm,Low,50
pygm,it0,shape,Acceptable,100
pygm,it0,pharm,Low,100
pygm,it1,shape,Low,100
pygm,it1,pharm,Low,100
pygm,it0,shape,Acceptable,200
pygm,it0,pharm,Low,200
pygm,it1,shape,Low,200
pygm,it1,pharm,Low,200
pygm,it0,shape,Acceptable,1000
pygm,it0,pharm,Low,1000
pygm,it1,shape,Low,1000
pygm,it1,pharm,Low,1000
pyrd,it0,shape,Low,1
pyrd,it0,pharm,Medium,1
pyrd,it1,shape,Medium,1
pyrd,it1,pharm,Medium,1
pyrd,it0,shape,Low,5
pyrd,it0,pharm,Medium,5
pyrd,it1,shape,Medium,5
pyrd,it1,pharm,Medium,5
pyrd,it0,shape,Medium,10
pyrd,it0,pharm,Medium,10
pyrd,it1,shape,Medium,10
pyrd,it1,pharm,Medium,10
pyrd,it0,shape,Medium,50
pyrd,it0,pharm,Medium,50
pyrd,it1,shape,Medium,50
pyrd,it1,pharm,Medium,50
pyrd,it0,shape,Medium,100
pyrd,it0,pharm,Medium,100
pyrd,it1,shape,Medium,100
pyrd,it1,pharm,Medium,100
pyrd,it0,shape,Medium,200
pyrd,it0,pharm,Medium,200
pyrd,it1,shape,Medium,200
pyrd,it1,pharm,Medium,200
pyrd,it0,shape,Medium,1000
pyrd,it0,pharm,Medium,1000
pyrd,it1,shape,Medium,1000
pyrd,it1,pharm,Medium,1000
reni,it0,shape,Low,1
reni,it0,pharm,Low,1
reni,it1,shape,Near Acceptable,1
reni,it1,pharm,Acceptable,1
reni,it0,shape,Low,5
reni,it0,pharm,Low,5
reni,it1,shape,Medium,5
reni,it1,pharm,Medium,5
reni,it0,shape,Low,10
reni,it0,pharm,Low,10
reni,it1,shape,Medium,10
reni,it1,pharm,Medium,10
reni,it0,shape,Low,50
reni,it0,pharm,Low,50
reni,it1,shape,Medium,50
reni,it1,pharm,Medium,50
reni,it0,shape,Low,100
reni,it0,pharm,Low,100
reni,it1,shape,Medium,100
reni,it1,pharm,Medium,100
reni,it0,shape,Low,200
